t,f,conv,load_MW,Vmin,Vmax,max_util,n_line_trip,lost_MW,deficit_MW
2832.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2836.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2840.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2844.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2848.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2852.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2856.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2860.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2864.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2868.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2872.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2876.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2880.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2884.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2888.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2892.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2896.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2900.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2904.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2908.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2912.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2916.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2920.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2924.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2928.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2932.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2936.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2940.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2944.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2948.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2952.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2956.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2960.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2964.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2968.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2972.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2976.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2980.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2984.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2988.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2992.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
2996.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3000.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3004.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3008.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3012.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3016.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3020.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3024.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3028.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3032.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3036.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3040.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3044.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3048.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3052.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3056.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3060.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3064.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3068.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3072.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3076.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3080.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3084.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3088.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3092.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3096.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3100.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3104.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3108.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3112.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3116.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3120.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3124.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3128.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3132.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3136.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3140.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3144.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3148.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3152.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3156.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3160.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3164.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3168.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3172.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3176.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3180.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3184.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3188.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3192.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3196.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
3200.0,50.0,1,4242.0,0.943,1.0965,7.9273,0,1534.0,0.0
